Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
81.01,0.772111,0.770139
81.02,0.772056,0.770228
81.03,0.772000,0.767283
81.04,0.771944,0.767471
81.05,0.771889,0.774751
81.06,0.771833,0.771528
81.07,0.771778,0.769882
81.08,0.771722,0.765475
81.09,0.771667,0.762273
81.10,0.771611,0.764405
81.11,0.771556,0.763325
81.12,0.771500,0.756957
81.13,0.771444,0.757713
81.14,0.771389,0.757497
81.15,0.771333,0.750397
81.16,0.771278,0.746786
81.17,0.771222,0.744144
81.18,0.771167,0.744834
81.19,0.771111,0.745699
81.20,0.771056,0.746429
81.21,0.771000,0.747756
81.22,0.770944,0.747361
81.23,0.770889,0.754497
81.24,0.770833,0.754379
81.25,0.770778,0.754364
81.26,0.770722,0.752882
81.27,0.770667,0.748528
81.28,0.770611,0.739735
81.29,0.770556,0.742329
81.30,0.770500,0.743261
81.31,0.770444,0.737577
81.32,0.770389,0.736482
81.33,0.770333,0.742003
81.34,0.770278,0.739591
81.35,0.770222,0.737895
81.36,0.770167,0.739915
81.37,0.770111,0.738410
81.38,0.770056,0.739566
81.39,0.770000,0.736923
81.40,0.769944,0.738234
81.41,0.769889,0.740126
81.42,0.769833,0.735886
81.43,0.769778,0.742449
81.44,0.769722,0.744385
81.45,0.769667,0.745830
81.46,0.769611,0.738452
81.47,0.769556,0.740838
81.48,0.769500,0.742933
81.49,0.769444,0.743903
81.50,0.769389,0.740238
81.51,0.769333,0.735034
81.52,0.769278,0.738264
81.53,0.769222,0.744090
81.54,0.769167,0.738635
81.55,0.769111,0.742040
81.56,0.769056,0.743125
81.57,0.769000,0.743228
81.58,0.768944,0.747293
81.59,0.768889,0.744946
81.60,0.768833,0.749363
81.61,0.768778,0.746313
81.62,0.768722,0.745043
81.63,0.768667,0.751018
81.64,0.768611,0.746441
81.65,0.768556,0.748811
81.66,0.768500,0.756420
81.67,0.768444,0.752372
81.68,0.768389,0.757029
81.69,0.768333,0.749929
81.70,0.768278,0.750597
81.71,0.768222,0.748109
81.72,0.768167,0.749050
81.73,0.768111,0.754447
81.74,0.768056,0.760790
81.75,0.768000,0.758135
81.76,0.767944,0.763297
81.77,0.767889,0.765662
81.78,0.767833,0.766478
81.79,0.767778,0.775609
81.80,0.767722,0.777829
81.81,0.767667,0.777985
81.82,0.767611,0.776671
81.83,0.767556,0.768307
81.84,0.767500,0.772667
81.85,0.767444,0.773423
81.86,0.767389,0.773106
81.87,0.767333,0.771023
81.88,0.767278,0.771621
81.89,0.767222,0.772298
81.90,0.767167,0.777542
81.91,0.767111,0.769549
81.92,0.767056,0.762051
81.93,0.767000,0.760877
81.94,0.766944,0.766008
81.95,0.766889,0.756755
81.96,0.766833,0.758901
81.97,0.766778,0.762427
81.98,0.766722,0.768744
81.99,0.766667,0.763349
82.00,0.766611,0.769941
82.01,0.766556,0.768357
82.02,0.766500,0.770591
82.03,0.766444,0.761781
82.04,0.766389,0.760282
82.05,0.766333,0.760088
82.06,0.766278,0.761040
82.07,0.766222,0.759770
82.08,0.766167,0.756143
82.09,0.766111,0.754734
82.10,0.766056,0.749510
82.11,0.766000,0.754595
82.12,0.765944,0.758971
82.13,0.765889,0.755882
82.14,0.765833,0.754780
82.15,0.765778,0.754549
82.16,0.765722,0.750572
82.17,0.765667,0.751329
82.18,0.765611,0.752054
82.19,0.765556,0.760055
82.20,0.765500,0.759312
82.21,0.765444,0.756400
82.22,0.765389,0.749629
82.23,0.765333,0.747694
82.24,0.765278,0.750523
82.25,0.765222,0.754709
82.26,0.765167,0.763020
82.27,0.765111,0.759134
82.28,0.765056,0.751835
82.29,0.765000,0.758573
82.30,0.764944,0.756509
82.31,0.764889,0.762343
82.32,0.764833,0.757322
82.33,0.764778,0.754879
82.34,0.764722,0.753150
82.35,0.764667,0.756179
82.36,0.764611,0.754087
82.37,0.764556,0.758225
82.38,0.764500,0.752196
82.39,0.764444,0.756296
82.40,0.764389,0.750336
82.41,0.764333,0.746048
82.42,0.764278,0.742961
82.43,0.764222,0.744673
82.44,0.764167,0.754464
82.45,0.764111,0.758993
82.46,0.764056,0.760538
82.47,0.764000,0.760669
82.48,0.763944,0.759435
82.49,0.763889,0.763048
82.50,0.763833,0.760995
82.51,0.763778,0.760581
82.52,0.763722,0.759766
82.53,0.763667,0.764302
82.54,0.763611,0.756985
82.55,0.763556,0.754628
82.56,0.763500,0.756109
82.57,0.763444,0.762230
82.58,0.763389,0.759048
82.59,0.763333,0.760676
82.60,0.763278,0.761408
82.61,0.763222,0.762218
82.62,0.763167,0.764144
82.63,0.763111,0.770481
82.64,0.763056,0.774915
82.65,0.763000,0.776059
82.66,0.762944,0.768085
82.67,0.762889,0.762381
82.68,0.762833,0.762930
82.69,0.762778,0.763976
82.70,0.762722,0.767074
82.71,0.762667,0.765673
82.72,0.762611,0.761299
82.73,0.762556,0.758336
82.74,0.762500,0.759962
82.75,0.762444,0.757669
82.76,0.762389,0.761714
82.77,0.762333,0.762687
82.78,0.762278,0.764980
82.79,0.762222,0.763952
82.80,0.762167,0.762858
82.81,0.762111,0.760134
82.82,0.762056,0.760431
82.83,0.762000,0.762589
82.84,0.761944,0.761434
82.85,0.761889,0.752601
82.86,0.761833,0.748885
82.87,0.761778,0.753856
82.88,0.761722,0.750196
82.89,0.761667,0.750626
82.90,0.761611,0.751982
82.91,0.761556,0.749842
82.92,0.761500,0.753722
82.93,0.761444,0.747655
82.94,0.761389,0.748898
82.95,0.761333,0.746339
82.96,0.761278,0.745230
82.97,0.761222,0.749373
82.98,0.761167,0.751282
82.99,0.761111,0.751449
83.00,0.761056,0.755254
83.01,0.761000,0.751932
83.02,0.760944,0.742997
83.03,0.760889,0.745645
83.04,0.760833,0.742775
83.05,0.760778,0.736043
83.06,0.760722,0.739772
83.07,0.760667,0.744410
83.08,0.760611,0.751377
83.09,0.760556,0.754647
83.10,0.760500,0.757381
83.11,0.760444,0.758662
83.12,0.760389,0.760727
83.13,0.760333,0.767612
83.14,0.760278,0.770701
83.15,0.760222,0.768150
83.16,0.760167,0.763815
83.17,0.760111,0.769226
83.18,0.760056,0.763696
83.19,0.760000,0.764101
83.20,0.759944,0.764700
83.21,0.759889,0.769652
83.22,0.759833,0.765768
83.23,0.759778,0.764738
83.24,0.759722,0.760505
83.25,0.759667,0.759765
83.26,0.759611,0.760822
83.27,0.759556,0.755162
83.28,0.759500,0.753040
83.29,0.759444,0.751934
83.30,0.759389,0.751079
83.31,0.759333,0.754627
83.32,0.759278,0.753350
83.33,0.759222,0.758063
83.34,0.759167,0.767193
83.35,0.759111,0.766919
83.36,0.759056,0.768006
83.37,0.759000,0.767389
83.38,0.758944,0.769500
83.39,0.758889,0.774451
83.40,0.758833,0.776616
83.41,0.758778,0.774321
83.42,0.758722,0.780867
83.43,0.758667,0.784461
83.44,0.758611,0.783651
83.45,0.758556,0.781303
83.46,0.758500,0.777580
83.47,0.758444,0.777536
83.48,0.758389,0.774990
83.49,0.758333,0.776180
83.50,0.758278,0.777218
83.51,0.758222,0.781656
83.52,0.758167,0.785203
83.53,0.758111,0.782470
83.54,0.758056,0.779939
83.55,0.758000,0.786358
83.56,0.757944,0.786496
83.57,0.757889,0.792989
83.58,0.757833,0.797471
83.59,0.757778,0.790952
83.60,0.757722,0.796131
83.61,0.757667,0.798098
83.62,0.757611,0.796862
83.63,0.757556,0.798484
83.64,0.757500,0.792333
83.65,0.757444,0.783275
83.66,0.757389,0.771732
83.67,0.757333,0.771445
83.68,0.757278,0.772211
83.69,0.757222,0.775760
83.70,0.757167,0.778342
83.71,0.757111,0.778848
83.72,0.757056,0.778086
83.73,0.757000,0.780577
83.74,0.756944,0.782662
83.75,0.756889,0.784879
83.76,0.756833,0.775656
83.77,0.756778,0.771872
83.78,0.756722,0.763223
83.79,0.756667,0.756660
83.80,0.756611,0.749812
83.81,0.756556,0.739769
83.82,0.756500,0.734882
83.83,0.756444,0.731735
83.84,0.756389,0.739539
83.85,0.756333,0.742682
83.86,0.756278,0.743625
83.87,0.756222,0.735670
83.88,0.756167,0.739880
83.89,0.756111,0.745502
83.90,0.756056,0.739350
83.91,0.756000,0.748424
83.92,0.755944,0.749768
83.93,0.755889,0.749184
83.94,0.755833,0.749872
83.95,0.755778,0.754911
83.96,0.755722,0.759036
83.97,0.755667,0.761235
83.98,0.755611,0.765960
83.99,0.755556,0.765407
84.00,0.755500,0.759345
84.01,0.755444,0.754338
84.02,0.755389,0.744819
84.03,0.755333,0.749918
84.04,0.755278,0.755560
84.05,0.755222,0.761204
84.06,0.755167,0.756431
84.07,0.755111,0.762142
84.08,0.755056,0.759307
84.09,0.755000,0.758867
84.10,0.754944,0.767196
84.11,0.754889,0.767824
84.12,0.754833,0.776762
84.13,0.754778,0.783185
84.14,0.754722,0.778537
84.15,0.754667,0.777702
84.16,0.754611,0.778152
84.17,0.754556,0.768371
84.18,0.754500,0.775196
84.19,0.754444,0.783229
84.20,0.754389,0.787533
84.21,0.754333,0.788758
84.22,0.754278,0.779208
84.23,0.754222,0.771775
84.24,0.754167,0.770652
84.25,0.754111,0.776443
84.26,0.754056,0.776920
84.27,0.754000,0.772375
84.28,0.753944,0.771328
84.29,0.753889,0.775212
84.30,0.753833,0.767908
84.31,0.753778,0.773682
84.32,0.753722,0.779141
84.33,0.753667,0.775443
84.34,0.753611,0.769061
84.35,0.753556,0.766036
84.36,0.753500,0.760723
84.37,0.753444,0.764558
84.38,0.753389,0.767111
84.39,0.753333,0.766339
84.40,0.753278,0.767257
84.41,0.753222,0.767302
84.42,0.753167,0.761514
84.43,0.753111,0.759787
84.44,0.753056,0.759163
84.45,0.753000,0.756996
84.46,0.752944,0.762611
84.47,0.752889,0.757185
84.48,0.752833,0.754458
84.49,0.752778,0.762033
84.50,0.752722,0.756728
84.51,0.752667,0.753800
84.52,0.752611,0.747955
84.53,0.752556,0.744609
84.54,0.752500,0.745026
84.55,0.752444,0.750119
84.56,0.752389,0.749294
84.57,0.752333,0.741833
84.58,0.752278,0.743179
84.59,0.752222,0.739997
84.60,0.752167,0.742448
84.61,0.752111,0.735956
84.62,0.752056,0.737406
84.63,0.752000,0.730259
84.64,0.751944,0.728058
84.65,0.751889,0.728852
84.66,0.751833,0.726592
84.67,0.751778,0.727534
84.68,0.751722,0.728860
84.69,0.751667,0.720241
84.70,0.751611,0.720368
84.71,0.751556,0.725277
84.72,0.751500,0.725530
84.73,0.751444,0.723377
84.74,0.751389,0.723906
84.75,0.751333,0.725349
84.76,0.751278,0.718616
84.77,0.751222,0.719623
84.78,0.751167,0.721633
84.79,0.751111,0.719920
84.80,0.751056,0.726804
84.81,0.751000,0.732810
84.82,0.750944,0.729747
84.83,0.750889,0.730126
84.84,0.750833,0.734652
84.85,0.750778,0.736824
84.86,0.750722,0.741521
84.87,0.750667,0.739067
84.88,0.750611,0.746907
84.89,0.750556,0.748628
84.90,0.750500,0.749976
84.91,0.750444,0.747423
84.92,0.750389,0.744540
84.93,0.750333,0.745925
84.94,0.750278,0.745803
84.95,0.750222,0.749536
84.96,0.750167,0.752508
84.97,0.750111,0.751832
84.98,0.750056,0.748779
84.99,0.750000,0.756559
85.00,0.750000,0.750263
85.01,0.750000,0.758875
85.02,0.750000,0.760717
85.03,0.750000,0.759372
85.04,0.750000,0.756519
85.05,0.750000,0.755952
85.06,0.750000,0.761130
85.07,0.750000,0.756957
85.08,0.750000,0.766682
85.09,0.750000,0.771265
85.10,0.750000,0.764437
85.11,0.750000,0.769415
85.12,0.750000,0.773900
85.13,0.750000,0.768334
85.14,0.750000,0.765576
85.15,0.750000,0.764266
85.16,0.750000,0.768210
85.17,0.750000,0.768264
85.18,0.750000,0.764363
85.19,0.750000,0.768619
85.20,0.750000,0.768973
85.21,0.750000,0.773373
85.22,0.750000,0.776365
85.23,0.750000,0.779353
85.24,0.750000,0.775879
85.25,0.750000,0.769205
85.26,0.750000,0.772661
85.27,0.750000,0.774427
85.28,0.750000,0.774779
85.29,0.750000,0.766372
85.30,0.750000,0.770136
85.31,0.750000,0.761691
85.32,0.750000,0.757405
85.33,0.750000,0.761599
85.34,0.750000,0.758148
85.35,0.750000,0.758047
85.36,0.750000,0.765962
85.37,0.750000,0.764637
85.38,0.750000,0.762534
85.39,0.750000,0.762064
85.40,0.750000,0.766503
85.41,0.750000,0.769119
85.42,0.750000,0.759360
85.43,0.750000,0.760467
85.44,0.750000,0.755602
85.45,0.750000,0.753199
85.46,0.750000,0.750055
85.47,0.750000,0.747956
85.48,0.750000,0.749789
85.49,0.750000,0.743955
85.50,0.750000,0.749053
85.51,0.750000,0.749077
85.52,0.750000,0.757320
85.53,0.750000,0.752047
85.54,0.750000,0.752271
85.55,0.750000,0.752699
85.56,0.750000,0.755918
85.57,0.750000,0.757877
85.58,0.750000,0.762163
85.59,0.750000,0.768789
85.60,0.750000,0.775176
85.61,0.750000,0.780706
85.62,0.750000,0.783956
85.63,0.750000,0.784278
85.64,0.750000,0.777096
85.65,0.750000,0.770487
85.66,0.750000,0.771086
85.67,0.750000,0.768858
85.68,0.750000,0.767645
85.69,0.750000,0.770637
85.70,0.750000,0.769359
85.71,0.750000,0.770212
85.72,0.750000,0.764687
85.73,0.750000,0.771434
85.74,0.750000,0.774920
85.75,0.750000,0.774744
85.76,0.750000,0.774882
85.77,0.750000,0.777303
85.78,0.750000,0.774646
85.79,0.750000,0.773331
85.80,0.750000,0.777165
85.81,0.750000,0.775867
85.82,0.750000,0.782629
85.83,0.750000,0.784254
85.84,0.750000,0.777604
85.85,0.750000,0.785345
85.86,0.750000,0.783027
85.87,0.750000,0.778294
85.88,0.750000,0.773215
85.89,0.750000,0.770088
85.90,0.750000,0.767075
85.91,0.750000,0.763130
85.92,0.750000,0.753708
85.93,0.750000,0.746291
85.94,0.750000,0.752667
85.95,0.750000,0.748930
85.96,0.750000,0.750632
85.97,0.750000,0.745097
85.98,0.750000,0.748188
85.99,0.750000,0.740450
86.00,0.750000,0.742145
86.01,0.750000,0.738477
86.02,0.750000,0.730051
86.03,0.750000,0.720995
86.04,0.750000,0.718297
86.05,0.750000,0.722045
86.06,0.750000,0.724724
86.07,0.750000,0.728448
86.08,0.750000,0.726002
86.09,0.750000,0.733836
86.10,0.750000,0.733380
86.11,0.750000,0.728669
86.12,0.750000,0.727250
86.13,0.750000,0.724740
86.14,0.750000,0.719617
86.15,0.750000,0.726849
86.16,0.750000,0.730493
86.17,0.750000,0.724434
86.18,0.750000,0.720259
86.19,0.750000,0.724762
86.20,0.750000,0.725150
86.21,0.750000,0.718974
86.22,0.750000,0.711046
86.23,0.750000,0.712663
86.24,0.750000,0.713699
86.25,0.750000,0.714901
86.26,0.750000,0.718559
86.27,0.750000,0.727281
86.28,0.750000,0.736625
86.29,0.750000,0.743860
86.30,0.750000,0.737211
86.31,0.750000,0.730284
86.32,0.750000,0.740247
86.33,0.750000,0.731648
86.34,0.750000,0.726480
86.35,0.750000,0.725245
86.36,0.750000,0.717607
86.37,0.750000,0.714925
86.38,0.750000,0.711613
86.39,0.750000,0.722458
86.40,0.750000,0.730621
86.41,0.750000,0.727465
86.42,0.750000,0.721410
86.43,0.750000,0.723996
86.44,0.750000,0.721808
86.45,0.750000,0.722096
86.46,0.750000,0.721437
86.47,0.750000,0.728908
86.48,0.750000,0.732054
86.49,0.750000,0.735400
86.50,0.750000,0.732591
86.51,0.750000,0.739453
86.52,0.750000,0.745963
86.53,0.750000,0.745376
86.54,0.750000,0.747720
86.55,0.750000,0.744671
86.56,0.750000,0.737576
86.57,0.750000,0.731155
86.58,0.750000,0.730896
86.59,0.750000,0.730952
86.60,0.750000,0.729345
86.61,0.750000,0.728419
86.62,0.750000,0.722537
86.63,0.750000,0.721234
86.64,0.750000,0.723718
86.65,0.750000,0.724662
86.66,0.750000,0.724214
86.67,0.750000,0.721601
86.68,0.750000,0.715445
86.69,0.750000,0.710552
86.70,0.750000,0.706564
86.71,0.750000,0.703758
86.72,0.750000,0.702822
86.73,0.750000,0.697866
86.74,0.750000,0.702135
86.75,0.750000,0.704582
86.76,0.750000,0.699869
86.77,0.750000,0.702814
86.78,0.750000,0.707314
86.79,0.750000,0.708528
86.80,0.750000,0.707205
86.81,0.750000,0.703639
86.82,0.750000,0.704469
86.83,0.750000,0.712957
86.84,0.750000,0.712194
86.85,0.750000,0.717492
86.86,0.750000,0.726029
86.87,0.750000,0.731760
86.88,0.750000,0.728656
86.89,0.750000,0.732945
86.90,0.750000,0.728761
86.91,0.750000,0.735539
86.92,0.750000,0.740201
86.93,0.750000,0.732743
86.94,0.750000,0.731790
86.95,0.750000,0.727861
86.96,0.750000,0.729475
86.97,0.750000,0.729789
86.98,0.750000,0.727486
86.99,0.750000,0.728600
87.00,0.750000,0.726968
87.01,0.750000,0.726741
87.02,0.750000,0.729227
87.03,0.750000,0.731416
87.04,0.750000,0.726872
87.05,0.750000,0.724672
87.06,0.750000,0.725362
87.07,0.750000,0.732986
87.08,0.750000,0.730361
87.09,0.750000,0.730007
87.10,0.750000,0.730712
87.11,0.750000,0.727541
87.12,0.750000,0.733840
87.13,0.750000,0.727441
87.14,0.750000,0.728860
87.15,0.750000,0.722640
87.16,0.750000,0.722150
87.17,0.750000,0.731553
87.18,0.750000,0.732408
87.19,0.750000,0.733648
87.20,0.750000,0.735463
87.21,0.750000,0.732222
87.22,0.750000,0.729619
87.23,0.750000,0.722224
87.24,0.750000,0.723514
87.25,0.750000,0.732237
87.26,0.750000,0.738876
87.27,0.750000,0.729689
87.28,0.750000,0.737148
87.29,0.750000,0.738105
87.30,0.750000,0.738711
87.31,0.750000,0.737843
87.32,0.750000,0.738252
87.33,0.750000,0.735740
87.34,0.750000,0.741213
87.35,0.750000,0.743061
87.36,0.750000,0.738919
87.37,0.750000,0.744275
87.38,0.750000,0.741334
87.39,0.750000,0.738293
87.40,0.750000,0.747101
87.41,0.750000,0.747173
87.42,0.750000,0.740491
87.43,0.750000,0.742988
87.44,0.750000,0.746743
87.45,0.750000,0.739454
87.46,0.750000,0.735648
87.47,0.750000,0.740812
87.48,0.750000,0.734671
87.49,0.750000,0.731662
87.50,0.750000,0.731048
87.51,0.750000,0.733158
87.52,0.750000,0.732592
87.53,0.750000,0.728934
87.54,0.750000,0.729465
87.55,0.750000,0.735060
87.56,0.750000,0.728820
87.57,0.750000,0.735377
87.58,0.750000,0.736084
87.59,0.750000,0.734587
87.60,0.750000,0.728673
87.61,0.750000,0.725984
87.62,0.750000,0.724540
87.63,0.750000,0.731559
87.64,0.750000,0.726480
87.65,0.750000,0.735506
87.66,0.750000,0.735377
87.67,0.750000,0.737747
87.68,0.750000,0.738159
87.69,0.750000,0.733362
87.70,0.750000,0.728117
87.71,0.750000,0.727628
87.72,0.750000,0.724042
87.73,0.750000,0.733157
87.74,0.750000,0.729477
87.75,0.750000,0.734134
87.76,0.750000,0.733431
87.77,0.750000,0.737116
87.78,0.750000,0.745028
87.79,0.750000,0.744345
87.80,0.750000,0.747427
87.81,0.750000,0.751225
87.82,0.750000,0.757589
87.83,0.750000,0.758839
87.84,0.750000,0.752673
87.85,0.750000,0.754208
87.86,0.750000,0.753608
87.87,0.750000,0.759468
87.88,0.750000,0.759613
87.89,0.750000,0.768062
87.90,0.750000,0.770492
87.91,0.750000,0.775538
87.92,0.750000,0.776349
87.93,0.750000,0.771631
87.94,0.750000,0.777260
87.95,0.750000,0.770953
87.96,0.750000,0.768924
87.97,0.750000,0.765718
87.98,0.750000,0.769800
87.99,0.750000,0.773421
88.00,0.750000,0.769539
88.01,0.750000,0.775142
88.02,0.750000,0.774106
88.03,0.750000,0.770194
88.04,0.750000,0.768295
88.05,0.750000,0.774151
88.06,0.750000,0.770034
88.07,0.750000,0.770009
88.08,0.750000,0.771647
88.09,0.750000,0.773850
88.10,0.750000,0.768602
88.11,0.750000,0.759496
88.12,0.750000,0.764427
88.13,0.750000,0.757655
88.14,0.750000,0.753306
88.15,0.750000,0.761367
88.16,0.750000,0.760101
88.17,0.750000,0.763243
88.18,0.750000,0.765341
88.19,0.750000,0.766323
88.20,0.750000,0.767377
88.21,0.750000,0.761327
88.22,0.750000,0.763080
88.23,0.750000,0.763937
88.24,0.750000,0.762784
88.25,0.750000,0.768633
88.26,0.750000,0.767209
88.27,0.750000,0.758989
88.28,0.750000,0.752314
88.29,0.750000,0.757921
88.30,0.750000,0.756476
88.31,0.750000,0.757575
88.32,0.750000,0.754374
88.33,0.750000,0.753574
88.34,0.750000,0.757577
88.35,0.750000,0.759985
88.36,0.750000,0.765417
88.37,0.750000,0.763696
88.38,0.750000,0.766087
88.39,0.750000,0.761644
88.40,0.750000,0.759227
88.41,0.750000,0.760324
88.42,0.750000,0.753079
88.43,0.750000,0.754192
88.44,0.750000,0.757651
88.45,0.750000,0.752473
88.46,0.750000,0.755167
88.47,0.750000,0.749043
88.48,0.750000,0.757154
88.49,0.750000,0.751271
88.50,0.750000,0.758989
88.51,0.750000,0.756360
88.52,0.750000,0.759952
88.53,0.750000,0.756250
88.54,0.750000,0.751124
88.55,0.750000,0.743901
88.56,0.750000,0.746593
88.57,0.750000,0.747112
88.58,0.750000,0.743976
88.59,0.750000,0.739915
88.60,0.750000,0.734442
88.61,0.750000,0.732697
88.62,0.750000,0.734437
88.63,0.750000,0.729476
88.64,0.750000,0.733413
88.65,0.750000,0.734092
88.66,0.750000,0.725410
88.67,0.750000,0.725757
88.68,0.750000,0.735124
88.69,0.750000,0.727755
88.70,0.750000,0.731446
88.71,0.750000,0.731994
88.72,0.750000,0.739266
88.73,0.750000,0.737040
88.74,0.750000,0.735619
88.75,0.750000,0.735079
88.76,0.750000,0.729166
88.77,0.750000,0.728548
88.78,0.750000,0.732417
88.79,0.750000,0.731169
88.80,0.750000,0.730277
88.81,0.750000,0.729202
88.82,0.750000,0.737197
88.83,0.750000,0.734837
88.84,0.750000,0.735780
88.85,0.750000,0.739391
88.86,0.750000,0.737059
88.87,0.750000,0.740205
88.88,0.750000,0.736800
88.89,0.750000,0.740783
88.90,0.750000,0.733002
88.91,0.750000,0.734737
88.92,0.750000,0.740142
88.93,0.750000,0.748259
88.94,0.750000,0.744874
88.95,0.750000,0.749189
88.96,0.750000,0.747436
88.97,0.750000,0.743356
88.98,0.750000,0.742121
88.99,0.750000,0.744665
89.00,0.750000,0.750023
89.01,0.750000,0.750933
89.02,0.750000,0.747766
89.03,0.750000,0.749280
89.04,0.750000,0.754373
89.05,0.750000,0.747762
89.06,0.750000,0.750314
89.07,0.750000,0.754226
89.08,0.750000,0.746274
89.09,0.750000,0.745042
89.10,0.750000,0.749247
89.11,0.750000,0.752681
89.12,0.750000,0.758999
89.13,0.750000,0.760112
89.14,0.750000,0.763259
89.15,0.750000,0.768885
89.16,0.750000,0.773579
89.17,0.750000,0.774891
89.18,0.750000,0.780302
89.19,0.750000,0.783652
89.20,0.750000,0.782628
89.21,0.750000,0.776760
89.22,0.750000,0.767579
89.23,0.750000,0.773046
89.24,0.750000,0.774582
89.25,0.750000,0.770978
89.26,0.750000,0.771450
89.27,0.750000,0.764747
89.28,0.750000,0.770111
89.29,0.750000,0.768749
89.30,0.750000,0.768885
89.31,0.750000,0.763000
89.32,0.750000,0.760232
89.33,0.750000,0.760885
89.34,0.750000,0.761929
89.35,0.750000,0.765427
89.36,0.750000,0.772117
89.37,0.750000,0.774104
89.38,0.750000,0.780688
89.39,0.750000,0.776559
89.40,0.750000,0.767080
89.41,0.750000,0.769768
89.42,0.750000,0.774848
89.43,0.750000,0.777463
89.44,0.750000,0.768574
89.45,0.750000,0.768098
89.46,0.750000,0.767012
89.47,0.750000,0.759121
89.48,0.750000,0.763858
89.49,0.750000,0.766038
89.50,0.750000,0.761502
89.51,0.750000,0.757544
89.52,0.750000,0.756838
89.53,0.750000,0.757715
89.54,0.750000,0.764266
89.55,0.750000,0.763113
89.56,0.750000,0.757334
89.57,0.750000,0.757365
89.58,0.750000,0.756979
89.59,0.750000,0.757853
89.60,0.750000,0.752578
89.61,0.750000,0.753816
89.62,0.750000,0.748482
89.63,0.750000,0.743546
89.64,0.750000,0.745944
89.65,0.750000,0.742551
89.66,0.750000,0.738552
89.67,0.750000,0.732209
89.68,0.750000,0.737191
89.69,0.750000,0.730794
89.70,0.750000,0.736136
89.71,0.750000,0.734335
89.72,0.750000,0.739966
89.73,0.750000,0.736888
89.74,0.750000,0.736517
89.75,0.750000,0.739576
89.76,0.750000,0.748644
89.77,0.750000,0.746603
89.78,0.750000,0.744635
89.79,0.750000,0.745950
89.80,0.750000,0.749391
89.81,0.750000,0.749493
89.82,0.750000,0.744826
89.83,0.750000,0.741885
89.84,0.750000,0.738842
89.85,0.750000,0.733003
89.86,0.750000,0.739300
89.87,0.750000,0.742152
89.88,0.750000,0.746667
89.89,0.750000,0.745523
89.90,0.750000,0.743798
89.91,0.750000,0.740684
89.92,0.750000,0.737263
89.93,0.750000,0.741120
89.94,0.750000,0.736856
89.95,0.750000,0.745085
89.96,0.750000,0.741095
89.97,0.750000,0.746372
89.98,0.750000,0.749491
89.99,0.750000,0.753015
90.00,0.749944,0.755945
90.01,0.749889,0.753787
90.02,0.749833,0.759792
90.03,0.749778,0.759978
90.04,0.749722,0.760467
90.05,0.749667,0.760420
90.06,0.749611,0.761308
90.07,0.749556,0.755116
90.08,0.749500,0.760754
90.09,0.749444,0.765149
90.10,0.749389,0.772495
90.11,0.749333,0.774495
90.12,0.749278,0.770204
90.13,0.749222,0.769069
90.14,0.749167,0.763522
90.15,0.749111,0.756618
90.16,0.749056,0.760639
90.17,0.749000,0.762128
90.18,0.748944,0.753610
90.19,0.748889,0.747989
90.20,0.748833,0.748063
90.21,0.748778,0.754243
90.22,0.748722,0.752323
90.23,0.748667,0.748705
90.24,0.748611,0.751333
90.25,0.748556,0.755314
90.26,0.748500,0.748059
90.27,0.748444,0.750807
90.28,0.748389,0.749101
90.29,0.748333,0.744238
90.30,0.748278,0.747011
90.31,0.748222,0.750509
90.32,0.748167,0.758236
90.33,0.748111,0.763918
90.34,0.748056,0.766598
90.35,0.748000,0.766796
90.36,0.747944,0.775481
90.37,0.747889,0.765923
90.38,0.747833,0.764275
90.39,0.747778,0.759779
90.40,0.747722,0.755133
90.41,0.747667,0.755215
90.42,0.747611,0.756015
90.43,0.747556,0.756370
90.44,0.747500,0.755473
90.45,0.747444,0.758645
90.46,0.747389,0.758487
90.47,0.747333,0.759989
90.48,0.747278,0.753353
90.49,0.747222,0.747889
90.50,0.747167,0.737852
90.51,0.747111,0.738120
90.52,0.747056,0.736205
90.53,0.747000,0.744817
90.54,0.746944,0.747316
90.55,0.746889,0.743817
90.56,0.746833,0.747695
90.57,0.746778,0.748735
90.58,0.746722,0.751083
90.59,0.746667,0.755934
90.60,0.746611,0.763817
90.61,0.746556,0.762505
90.62,0.746500,0.755540
90.63,0.746444,0.751414
90.64,0.746389,0.746710
90.65,0.746333,0.742278
90.66,0.746278,0.743809
90.67,0.746222,0.747662
90.68,0.746167,0.739876
90.69,0.746111,0.746043
90.70,0.746056,0.745875
90.71,0.746000,0.744772
90.72,0.745944,0.745160
90.73,0.745889,0.746465
90.74,0.745833,0.740577
90.75,0.745778,0.741527
90.76,0.745722,0.736020
90.77,0.745667,0.739720
90.78,0.745611,0.734686
90.79,0.745556,0.730347
90.80,0.745500,0.736316
90.81,0.745444,0.731193
90.82,0.745389,0.724389
90.83,0.745333,0.723215
90.84,0.745278,0.729331
90.85,0.745222,0.734187
90.86,0.745167,0.729959
90.87,0.745111,0.725567
90.88,0.745056,0.725581
90.89,0.745000,0.726111
90.90,0.744944,0.720196
90.91,0.744889,0.716149
90.92,0.744833,0.713489
90.93,0.744778,0.714547
90.94,0.744722,0.719611
90.95,0.744667,0.719103
90.96,0.744611,0.713947
90.97,0.744556,0.711873
