Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
61.37,0.825667,0.819737
61.38,0.825611,0.820583
61.39,0.825556,0.815694
61.40,0.825500,0.817724
61.41,0.825444,0.819571
61.42,0.825389,0.812637
61.43,0.825333,0.809995
61.44,0.825278,0.811184
61.45,0.825222,0.815439
61.46,0.825167,0.811860
61.47,0.825111,0.811421
61.48,0.825056,0.813376
61.49,0.825000,0.819719
61.50,0.824944,0.825104
61.51,0.824889,0.829465
61.52,0.824833,0.830349
61.53,0.824778,0.830161
61.54,0.824722,0.830803
61.55,0.824667,0.831109
61.56,0.824611,0.826834
61.57,0.824556,0.829457
61.58,0.824500,0.828250
61.59,0.824444,0.828429
61.60,0.824389,0.827458
61.61,0.824333,0.830776
61.62,0.824278,0.827848
61.63,0.824222,0.834776
61.64,0.824167,0.833150
61.65,0.824111,0.831791
61.66,0.824056,0.822487
61.67,0.824000,0.820779
61.68,0.823944,0.818303
61.69,0.823889,0.821001
61.70,0.823833,0.821217
61.71,0.823778,0.817266
61.72,0.823722,0.824562
61.73,0.823667,0.828270
61.74,0.823611,0.830080
61.75,0.823556,0.831096
61.76,0.823500,0.823973
61.77,0.823444,0.820735
61.78,0.823389,0.821976
61.79,0.823333,0.816008
61.80,0.823278,0.815549
61.81,0.823222,0.808144
61.82,0.823167,0.802563
61.83,0.823111,0.801749
61.84,0.823056,0.802518
61.85,0.823000,0.805331
61.86,0.822944,0.804620
61.87,0.822889,0.811612
61.88,0.822833,0.810561
61.89,0.822778,0.813284
61.90,0.822722,0.816430
61.91,0.822667,0.817381
61.92,0.822611,0.820998
61.93,0.822556,0.819392
61.94,0.822500,0.816905
61.95,0.822444,0.820115
61.96,0.822389,0.823518
61.97,0.822333,0.819946
61.98,0.822278,0.813692
61.99,0.822222,0.813269
62.00,0.822167,0.813588
62.01,0.822111,0.815560
62.02,0.822056,0.808318
62.03,0.822000,0.811620
62.04,0.821944,0.811580
62.05,0.821889,0.818182
62.06,0.821833,0.816342
62.07,0.821778,0.812695
62.08,0.821722,0.811462
62.09,0.821667,0.811719
62.10,0.821611,0.814255
62.11,0.821556,0.813059
62.12,0.821500,0.819907
62.13,0.821444,0.817155
62.14,0.821389,0.818241
62.15,0.821333,0.810562
62.16,0.821278,0.809497
62.17,0.821222,0.808464
62.18,0.821167,0.813804
62.19,0.821111,0.809394
62.20,0.821056,0.813867
62.21,0.821000,0.811632
62.22,0.820944,0.809578
62.23,0.820889,0.803852
62.24,0.820833,0.805293
62.25,0.820778,0.806368
62.26,0.820722,0.803663
62.27,0.820667,0.805935
62.28,0.820611,0.810408
62.29,0.820556,0.806923
62.30,0.820500,0.811672
62.31,0.820444,0.816556
62.32,0.820389,0.808792
62.33,0.820333,0.813671
62.34,0.820278,0.816398
62.35,0.820222,0.818711
62.36,0.820167,0.820210
62.37,0.820111,0.817702
62.38,0.820056,0.807802
62.39,0.820000,0.809067
62.40,0.819944,0.801034
62.41,0.819889,0.795783
62.42,0.819833,0.789578
62.43,0.819778,0.783696
62.44,0.819722,0.782185
62.45,0.819667,0.789871
62.46,0.819611,0.786258
62.47,0.819556,0.796911
62.48,0.819500,0.798651
62.49,0.819444,0.804903
62.50,0.819389,0.809264
62.51,0.819333,0.813670
62.52,0.819278,0.811991
62.53,0.819222,0.812659
62.54,0.819167,0.803529
62.55,0.819111,0.808657
62.56,0.819056,0.815677
62.57,0.819000,0.808198
62.58,0.818944,0.817102
62.59,0.818889,0.816015
62.60,0.818833,0.817145
62.61,0.818778,0.814076
62.62,0.818722,0.813712
62.63,0.818667,0.812216
62.64,0.818611,0.808692
62.65,0.818556,0.807062
62.66,0.818500,0.806218
62.67,0.818444,0.810598
62.68,0.818389,0.814091
62.69,0.818333,0.812358
62.70,0.818278,0.820146
62.71,0.818222,0.823908
62.72,0.818167,0.824516
62.73,0.818111,0.819276
62.74,0.818056,0.821396
62.75,0.818000,0.826974
62.76,0.817944,0.824343
62.77,0.817889,0.823882
62.78,0.817833,0.820524
62.79,0.817778,0.818536
62.80,0.817722,0.812563
62.81,0.817667,0.807011
62.82,0.817611,0.804572
62.83,0.817556,0.804605
62.84,0.817500,0.802456
62.85,0.817444,0.793932
62.86,0.817389,0.787482
62.87,0.817333,0.787300
62.88,0.817278,0.783165
62.89,0.817222,0.785938
62.90,0.817167,0.791108
62.91,0.817111,0.789538
62.92,0.817056,0.788332
62.93,0.817000,0.786333
62.94,0.816944,0.785237
62.95,0.816889,0.778561
62.96,0.816833,0.785235
62.97,0.816778,0.790107
62.98,0.816722,0.785952
62.99,0.816667,0.785692
63.00,0.816611,0.792517
63.01,0.816556,0.793995
63.02,0.816500,0.803011
63.03,0.816444,0.800671
63.04,0.816389,0.799139
63.05,0.816333,0.796618
63.06,0.816278,0.803449
63.07,0.816222,0.796922
63.08,0.816167,0.793855
63.09,0.816111,0.800260
63.10,0.816056,0.799353
63.11,0.816000,0.799419
63.12,0.815944,0.792295
63.13,0.815889,0.788444
63.14,0.815833,0.786600
63.15,0.815778,0.784931
63.16,0.815722,0.783627
63.17,0.815667,0.779769
63.18,0.815611,0.778650
63.19,0.815556,0.784753
63.20,0.815500,0.787196
63.21,0.815444,0.791942
63.22,0.815389,0.792556
63.23,0.815333,0.789507
63.24,0.815278,0.785109
63.25,0.815222,0.788259
63.26,0.815167,0.789941
63.27,0.815111,0.795934
63.28,0.815056,0.789843
63.29,0.815000,0.795836
63.30,0.814944,0.787869
63.31,0.814889,0.788411
63.32,0.814833,0.792994
63.33,0.814778,0.798345
63.34,0.814722,0.803401
63.35,0.814667,0.811079
63.36,0.814611,0.807337
63.37,0.814556,0.809349
63.38,0.814500,0.808999
63.39,0.814444,0.806686
63.40,0.814389,0.804659
63.41,0.814333,0.804472
63.42,0.814278,0.804398
63.43,0.814222,0.807344
63.44,0.814167,0.807478
63.45,0.814111,0.815409
63.46,0.814056,0.813994
63.47,0.814000,0.817104
63.48,0.813944,0.822389
63.49,0.813889,0.828212
63.50,0.813833,0.826220
63.51,0.813778,0.817632
63.52,0.813722,0.817685
63.53,0.813667,0.819920
63.54,0.813611,0.811138
63.55,0.813556,0.809652
63.56,0.813500,0.805299
63.57,0.813444,0.802662
63.58,0.813389,0.802515
63.59,0.813333,0.803103
63.60,0.813278,0.793773
63.61,0.813222,0.786757
63.62,0.813167,0.786037
63.63,0.813111,0.787214
63.64,0.813056,0.789283
63.65,0.813000,0.795854
63.66,0.812944,0.794790
63.67,0.812889,0.790431
63.68,0.812833,0.787162
63.69,0.812778,0.785469
63.70,0.812722,0.782794
63.71,0.812667,0.775943
63.72,0.812611,0.771838
63.73,0.812556,0.779648
63.74,0.812500,0.774050
63.75,0.812444,0.779275
63.76,0.812389,0.787541
63.77,0.812333,0.790820
63.78,0.812278,0.791475
63.79,0.812222,0.790021
63.80,0.812167,0.786424
63.81,0.812111,0.796605
63.82,0.812056,0.793394
63.83,0.812000,0.792691
63.84,0.811944,0.786279
63.85,0.811889,0.787915
63.86,0.811833,0.784278
63.87,0.811778,0.784730
63.88,0.811722,0.792976
63.89,0.811667,0.787897
63.90,0.811611,0.786960
63.91,0.811556,0.784178
63.92,0.811500,0.780763
63.93,0.811444,0.783304
63.94,0.811389,0.789707
63.95,0.811333,0.791085
63.96,0.811278,0.794701
63.97,0.811222,0.791826
63.98,0.811167,0.798123
63.99,0.811111,0.798979
64.00,0.811056,0.796048
64.01,0.811000,0.799263
64.02,0.810944,0.790373
64.03,0.810889,0.793270
64.04,0.810833,0.788659
64.05,0.810778,0.791609
64.06,0.810722,0.788091
64.07,0.810667,0.784910
64.08,0.810611,0.789970
64.09,0.810556,0.783278
64.10,0.810500,0.776303
64.11,0.810444,0.781462
64.12,0.810389,0.781219
64.13,0.810333,0.776397
64.14,0.810278,0.775394
64.15,0.810222,0.778494
64.16,0.810167,0.781270
64.17,0.810111,0.777376
64.18,0.810056,0.772368
64.19,0.810000,0.769103
64.20,0.809944,0.769810
64.21,0.809889,0.777369
64.22,0.809833,0.780589
64.23,0.809778,0.790462
64.24,0.809722,0.792155
64.25,0.809667,0.790551
64.26,0.809611,0.783067
64.27,0.809556,0.781482
64.28,0.809500,0.781932
64.29,0.809444,0.784235
64.30,0.809389,0.789998
64.31,0.809333,0.796280
64.32,0.809278,0.798370
64.33,0.809222,0.800593
64.34,0.809167,0.809094
64.35,0.809111,0.806650
64.36,0.809056,0.811070
64.37,0.809000,0.808657
64.38,0.808944,0.816126
64.39,0.808889,0.818842
64.40,0.808833,0.813531
64.41,0.808778,0.815081
64.42,0.808722,0.819704
64.43,0.808667,0.818733
64.44,0.808611,0.818733
64.45,0.808556,0.822484
64.46,0.808500,0.818588
64.47,0.808444,0.819629
64.48,0.808389,0.823033
64.49,0.808333,0.825371
64.50,0.808278,0.827413
64.51,0.808222,0.826037
64.52,0.808167,0.828050
64.53,0.808111,0.820499
64.54,0.808056,0.825422
64.55,0.808000,0.825369
64.56,0.807944,0.826774
64.57,0.807889,0.829586
64.58,0.807833,0.828123
64.59,0.807778,0.825251
64.60,0.807722,0.823735
64.61,0.807667,0.828112
64.62,0.807611,0.828569
64.63,0.807556,0.829430
64.64,0.807500,0.825560
64.65,0.807444,0.821623
64.66,0.807389,0.818347
64.67,0.807333,0.818003
64.68,0.807278,0.814958
64.69,0.807222,0.821830
64.70,0.807167,0.820728
64.71,0.807111,0.827387
64.72,0.807056,0.824832
64.73,0.807000,0.821430
64.74,0.806944,0.826181
64.75,0.806889,0.828464
64.76,0.806833,0.820645
64.77,0.806778,0.815820
64.78,0.806722,0.816073
64.79,0.806667,0.810576
64.80,0.806611,0.807886
64.81,0.806556,0.800803
64.82,0.806500,0.805137
64.83,0.806444,0.808584
64.84,0.806389,0.808775
64.85,0.806333,0.807911
64.86,0.806278,0.806973
64.87,0.806222,0.797819
64.88,0.806167,0.799219
64.89,0.806111,0.801406
64.90,0.806056,0.808518
64.91,0.806000,0.813806
64.92,0.805944,0.812950
64.93,0.805889,0.809826
64.94,0.805833,0.803270
64.95,0.805778,0.798306
64.96,0.805722,0.801556
64.97,0.805667,0.800929
64.98,0.805611,0.801578
64.99,0.805556,0.805326
65.00,0.805500,0.801632
65.01,0.805500,0.801366
65.02,0.805500,0.794114
65.03,0.805500,0.792340
65.04,0.805500,0.799817
65.05,0.805500,0.802641
65.06,0.805500,0.801186
65.07,0.805500,0.800938
65.08,0.805500,0.804870
65.09,0.805500,0.798430
65.10,0.805500,0.805270
65.11,0.805500,0.805184
65.12,0.805500,0.806454
65.13,0.805500,0.802664
65.14,0.805500,0.803606
65.15,0.805500,0.796790
65.16,0.805500,0.800346
65.17,0.805500,0.809307
65.18,0.805500,0.814497
65.19,0.805500,0.816057
65.20,0.805500,0.809313
65.21,0.805500,0.802397
65.22,0.805500,0.803454
65.23,0.805500,0.809589
65.24,0.805500,0.810910
65.25,0.805500,0.811869
65.26,0.805500,0.809974
65.27,0.805500,0.811386
65.28,0.805500,0.817230
65.29,0.805500,0.820774
65.30,0.805500,0.821689
65.31,0.805500,0.816720
65.32,0.805500,0.823519
65.33,0.805500,0.822660
65.34,0.805500,0.818698
65.35,0.805500,0.810081
65.36,0.805500,0.804176
65.37,0.805500,0.804024
65.38,0.805500,0.800742
65.39,0.805500,0.795178
65.40,0.805500,0.792738
65.41,0.805500,0.785584
65.42,0.805500,0.787147
65.43,0.805500,0.791055
65.44,0.805500,0.791377
65.45,0.805500,0.793877
65.46,0.805500,0.803280
65.47,0.805500,0.798768
65.48,0.805500,0.799847
65.49,0.805500,0.799640
65.50,0.805500,0.804243
65.51,0.805500,0.804288
65.52,0.805500,0.803607
65.53,0.805500,0.800231
65.54,0.805500,0.805962
65.55,0.805500,0.802815
65.56,0.805500,0.809181
65.57,0.805500,0.808532
65.58,0.805500,0.801115
65.59,0.805500,0.803888
65.60,0.805500,0.806249
65.61,0.805500,0.812071
65.62,0.805500,0.809329
65.63,0.805500,0.810340
65.64,0.805500,0.810478
65.65,0.805500,0.808005
65.66,0.805500,0.808755
65.67,0.805500,0.815221
65.68,0.805500,0.817275
65.69,0.805500,0.818002
65.70,0.805500,0.819330
65.71,0.805500,0.814655
65.72,0.805500,0.807956
65.73,0.805500,0.815182
65.74,0.805500,0.812639
65.75,0.805500,0.807578
65.76,0.805500,0.801763
65.77,0.805500,0.798562
65.78,0.805500,0.798922
65.79,0.805500,0.798330
65.80,0.805500,0.802567
65.81,0.805500,0.807903
65.82,0.805500,0.805735
65.83,0.805500,0.799365
65.84,0.805500,0.795941
65.85,0.805500,0.801208
65.86,0.805500,0.804926
65.87,0.805500,0.806942
65.88,0.805500,0.808047
65.89,0.805500,0.806289
65.90,0.805500,0.806478
65.91,0.805500,0.800393
65.92,0.805500,0.798605
65.93,0.805500,0.801686
65.94,0.805500,0.801836
65.95,0.805500,0.798845
65.96,0.805500,0.804839
65.97,0.805500,0.801739
65.98,0.805500,0.810030
65.99,0.805500,0.809556
66.00,0.805500,0.803462
66.01,0.805500,0.806365
66.02,0.805500,0.804146
66.03,0.805500,0.807129
66.04,0.805500,0.806556
66.05,0.805500,0.804228
66.06,0.805500,0.802091
66.07,0.805500,0.798985
66.08,0.805500,0.799441
66.09,0.805500,0.797062
66.10,0.805500,0.802086
66.11,0.805500,0.802437
66.12,0.805500,0.804962
66.13,0.805500,0.804679
66.14,0.805500,0.798663
66.15,0.805500,0.797254
66.16,0.805500,0.798617
66.17,0.805500,0.797421
66.18,0.805500,0.792400
66.19,0.805500,0.793933
66.20,0.805500,0.791754
66.21,0.805500,0.785891
66.22,0.805500,0.791944
66.23,0.805500,0.794220
66.24,0.805500,0.788266
66.25,0.805500,0.789010
66.26,0.805500,0.785543
66.27,0.805500,0.791087
66.28,0.805500,0.792348
66.29,0.805500,0.794088
66.30,0.805500,0.795558
66.31,0.805500,0.791438
66.32,0.805500,0.789662
66.33,0.805500,0.790251
66.34,0.805500,0.791551
66.35,0.805500,0.791753
66.36,0.805500,0.798954
66.37,0.805500,0.805892
66.38,0.805500,0.800662
66.39,0.805500,0.802732
66.40,0.805500,0.801174
66.41,0.805500,0.798306
66.42,0.805500,0.799416
66.43,0.805500,0.804245
66.44,0.805500,0.800538
66.45,0.805500,0.800097
66.46,0.805500,0.808143
66.47,0.805500,0.806281
66.48,0.805500,0.804691
66.49,0.805500,0.810794
66.50,0.805500,0.814162
66.51,0.805500,0.817829
66.52,0.805500,0.813730
66.53,0.805500,0.815846
66.54,0.805500,0.815690
66.55,0.805500,0.809162
66.56,0.805500,0.818446
66.57,0.805500,0.820910
66.58,0.805500,0.817012
66.59,0.805500,0.814410
66.60,0.805500,0.818800
66.61,0.805500,0.822508
66.62,0.805500,0.818033
66.63,0.805500,0.811104
66.64,0.805500,0.817599
66.65,0.805500,0.819466
66.66,0.805500,0.820639
66.67,0.805500,0.818845
66.68,0.805500,0.819522
66.69,0.805500,0.819335
66.70,0.805500,0.818006
66.71,0.805500,0.818088
66.72,0.805500,0.818064
66.73,0.805500,0.813124
66.74,0.805500,0.818193
66.75,0.805500,0.819004
66.76,0.805500,0.818420
66.77,0.805500,0.816817
66.78,0.805500,0.811926
66.79,0.805500,0.806166
66.80,0.805500,0.810859
66.81,0.805500,0.810994
66.82,0.805500,0.816664
66.83,0.805500,0.820869
66.84,0.805500,0.822835
66.85,0.805500,0.821905
66.86,0.805500,0.821948
66.87,0.805500,0.821574
66.88,0.805500,0.814100
66.89,0.805500,0.809202
66.90,0.805500,0.815459
66.91,0.805500,0.816573
66.92,0.805500,0.818797
66.93,0.805500,0.810482
66.94,0.805500,0.810416
66.95,0.805500,0.810772
66.96,0.805500,0.815406
66.97,0.805500,0.809832
66.98,0.805500,0.808751
66.99,0.805500,0.803317
67.00,0.805500,0.795673
67.01,0.805500,0.790086
67.02,0.805500,0.795369
67.03,0.805500,0.799622
67.04,0.805500,0.801206
67.05,0.805500,0.797608
67.06,0.805500,0.794145
67.07,0.805500,0.801578
67.08,0.805500,0.804557
67.09,0.805500,0.801677
67.10,0.805500,0.808940
67.11,0.805500,0.807570
67.12,0.805500,0.812318
67.13,0.805500,0.815120
67.14,0.805500,0.819802
67.15,0.805500,0.818353
67.16,0.805500,0.820933
67.17,0.805500,0.815889
67.18,0.805500,0.813856
67.19,0.805500,0.812418
67.20,0.805500,0.816052
67.21,0.805500,0.819346
67.22,0.805500,0.813629
67.23,0.805500,0.805816
67.24,0.805500,0.801845
67.25,0.805500,0.802412
67.26,0.805500,0.801490
67.27,0.805500,0.796736
67.28,0.805500,0.796236
67.29,0.805500,0.804433
67.30,0.805500,0.809300
67.31,0.805500,0.805617
67.32,0.805500,0.806462
67.33,0.805500,0.809476
67.34,0.805500,0.807258
67.35,0.805500,0.798737
67.36,0.805500,0.798163
67.37,0.805500,0.797717
67.38,0.805500,0.801988
67.39,0.805500,0.801921
67.40,0.805500,0.800498
67.41,0.805500,0.793373
67.42,0.805500,0.792680
67.43,0.805500,0.802683
67.44,0.805500,0.804163
67.45,0.805500,0.805168
67.46,0.805500,0.812832
67.47,0.805500,0.810803
67.48,0.805500,0.806336
67.49,0.805500,0.809353
67.50,0.805500,0.818745
67.51,0.805500,0.824238
67.52,0.805500,0.829741
67.53,0.805500,0.826567
67.54,0.805500,0.826751
67.55,0.805500,0.821907
67.56,0.805500,0.818916
67.57,0.805500,0.819588
67.58,0.805500,0.817730
67.59,0.805500,0.811754
67.60,0.805500,0.812689
67.61,0.805500,0.807630
67.62,0.805500,0.804217
67.63,0.805500,0.806997
67.64,0.805500,0.804764
67.65,0.805500,0.805223
67.66,0.805500,0.805143
67.67,0.805500,0.800361
67.68,0.805500,0.798892
67.69,0.805500,0.799883
67.70,0.805500,0.793300
67.71,0.805500,0.794073
67.72,0.805500,0.799106
67.73,0.805500,0.807825
67.74,0.805500,0.803984
67.75,0.805500,0.811167
67.76,0.805500,0.807835
67.77,0.805500,0.809752
67.78,0.805500,0.806573
67.79,0.805500,0.808743
67.80,0.805500,0.811044
67.81,0.805500,0.812008
67.82,0.805500,0.810108
67.83,0.805500,0.812782
67.84,0.805500,0.809180
67.85,0.805500,0.809376
67.86,0.805500,0.800246
67.87,0.805500,0.803066
67.88,0.805500,0.805259
67.89,0.805500,0.810825
67.90,0.805500,0.816713
67.91,0.805500,0.811186
67.92,0.805500,0.811933
67.93,0.805500,0.816524
67.94,0.805500,0.820322
67.95,0.805500,0.813829
67.96,0.805500,0.821071
67.97,0.805500,0.828991
67.98,0.805500,0.829090
67.99,0.805500,0.836927
68.00,0.805500,0.843955
68.01,0.805500,0.843190
68.02,0.805500,0.846539
68.03,0.805500,0.852278
68.04,0.805500,0.843992
68.05,0.805500,0.843966
68.06,0.805500,0.842889
68.07,0.805500,0.841329
68.08,0.805500,0.843914
68.09,0.805500,0.842319
68.10,0.805500,0.841202
68.11,0.805500,0.840444
68.12,0.805500,0.835529
68.13,0.805500,0.837390
68.14,0.805500,0.830494
68.15,0.805500,0.828662
68.16,0.805500,0.831189
68.17,0.805500,0.826296
68.18,0.805500,0.826502
68.19,0.805500,0.825129
68.20,0.805500,0.815542
68.21,0.805500,0.811537
68.22,0.805500,0.804120
68.23,0.805500,0.803673
68.24,0.805500,0.810046
68.25,0.805500,0.803730
68.26,0.805500,0.797958
68.27,0.805500,0.798364
68.28,0.805500,0.806391
68.29,0.805500,0.796333
68.30,0.805500,0.794598
68.31,0.805500,0.795854
68.32,0.805500,0.798005
68.33,0.805500,0.800810
68.34,0.805500,0.803514
68.35,0.805500,0.799525
68.36,0.805500,0.796418
68.37,0.805500,0.794576
68.38,0.805500,0.800857
68.39,0.805500,0.804187
68.40,0.805500,0.801432
68.41,0.805500,0.807252
68.42,0.805500,0.804276
68.43,0.805500,0.801309
68.44,0.805500,0.800960
68.45,0.805500,0.798741
68.46,0.805500,0.802464
68.47,0.805500,0.802594
68.48,0.805500,0.796750
68.49,0.805500,0.803996
68.50,0.805500,0.803653
68.51,0.805500,0.797980
68.52,0.805500,0.795550
68.53,0.805500,0.793941
68.54,0.805500,0.791025
68.55,0.805500,0.792508
68.56,0.805500,0.789749
68.57,0.805500,0.782799
68.58,0.805500,0.779662
68.59,0.805500,0.789932
68.60,0.805500,0.785172
68.61,0.805500,0.777547
68.62,0.805500,0.780252
68.63,0.805500,0.785368
68.64,0.805500,0.780879
68.65,0.805500,0.774040
68.66,0.805500,0.778548
68.67,0.805500,0.783202
68.68,0.805500,0.784446
68.69,0.805500,0.785118
68.70,0.805500,0.786183
68.71,0.805500,0.788044
68.72,0.805500,0.788376
68.73,0.805500,0.781469
68.74,0.805500,0.780151
68.75,0.805500,0.782865
68.76,0.805500,0.786103
68.77,0.805500,0.781791
68.78,0.805500,0.775750
68.79,0.805500,0.774539
68.80,0.805500,0.775777
68.81,0.805500,0.772989
68.82,0.805500,0.780249
68.83,0.805500,0.779913
68.84,0.805500,0.789853
68.85,0.805500,0.791264
68.86,0.805500,0.791789
68.87,0.805500,0.787788
68.88,0.805500,0.785715
68.89,0.805500,0.779426
68.90,0.805500,0.781847
68.91,0.805500,0.785119
68.92,0.805500,0.788589
68.93,0.805500,0.786069
68.94,0.805500,0.789086
68.95,0.805500,0.791152
68.96,0.805500,0.790839
68.97,0.805500,0.792525
68.98,0.805500,0.799489
68.99,0.805500,0.791016
69.00,0.805500,0.792905
69.01,0.805500,0.792523
69.02,0.805500,0.788387
69.03,0.805500,0.790794
69.04,0.805500,0.791751
69.05,0.805500,0.795182
69.06,0.805500,0.790950
69.07,0.805500,0.789487
69.08,0.805500,0.785984
69.09,0.805500,0.781251
69.10,0.805500,0.775538
69.11,0.805500,0.778096
69.12,0.805500,0.772810
69.13,0.805500,0.781748
69.14,0.805500,0.789417
69.15,0.805500,0.783088
69.16,0.805500,0.784426
69.17,0.805500,0.779642
69.18,0.805500,0.776080
69.19,0.805500,0.766995
69.20,0.805500,0.766932
69.21,0.805500,0.766139
69.22,0.805500,0.769246
69.23,0.805500,0.765331
69.24,0.805500,0.766374
69.25,0.805500,0.764559
69.26,0.805500,0.769612
69.27,0.805500,0.767573
69.28,0.805500,0.768116
69.29,0.805500,0.774089
69.30,0.805500,0.775868
69.31,0.805500,0.777054
69.32,0.805500,0.774743
69.33,0.805500,0.773562
69.34,0.805500,0.773581
69.35,0.805500,0.774853
69.36,0.805500,0.773880
69.37,0.805500,0.774302
69.38,0.805500,0.782772
69.39,0.805500,0.779726
